Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Revenue,Month,Year
960,2023-08-08 00:00:00,CUST960,Male,59,Clothing,2,30,60,120,8,2023
961,2023-06-06 00:00:00,CUST961,Male,53,Beauty,4,50,200,800,6,2023
962,2023-10-19 00:00:00,CUST962,Male,44,Clothing,2,30,60,120,10,2023
963,2023-11-14 00:00:00,CUST963,Female,55,Beauty,1,50,50,50,11,2023
964,2023-01-31 00:00:00,CUST964,Male,24,Clothing,3,300,900,2700,1,2023
965,2023-11-09 00:00:00,CUST965,Male,22,Clothing,4,50,200,800,11,2023
966,2023-02-20 00:00:00,CUST966,Male,60,Electronics,2,500,1000,2000,2,2023
967,2023-04-17 00:00:00,CUST967,Male,62,Beauty,1,25,25,25,4,2023
968,2023-11-17 00:00:00,CUST968,Female,48,Clothing,3,300,900,2700,11,2023
969,2023-04-19 00:00:00,CUST969,Female,40,Clothing,3,300,900,2700,4,2023
970,2023-05-16 00:00:00,CUST970,Male,59,Electronics,4,500,2000,8000,5,2023
971,2023-12-05 00:00:00,CUST971,Female,27,Electronics,4,50,200,800,12,2023
972,2023-02-11 00:00:00,CUST972,Male,49,Beauty,4,25,100,400,2,2023
973,2023-03-22 00:00:00,CUST973,Male,60,Clothing,1,50,50,50,3,2023
974,2023-05-03 00:00:00,CUST974,Male,47,Beauty,1,30,30,30,5,2023
975,2023-03-30 00:00:00,CUST975,Female,56,Clothing,4,50,200,800,3,2023
976,2023-10-10 00:00:00,CUST976,Female,48,Beauty,2,300,600,1200,10,2023
977,2023-02-08 00:00:00,CUST977,Female,35,Electronics,3,25,75,225,2,2023
978,2023-03-22 00:00:00,CUST978,Female,53,Clothing,3,50,150,450,3,2023
979,2023-01-02 00:00:00,CUST979,Female,19,Beauty,1,25,25,25,1,2023
980,2023-07-29 00:00:00,CUST980,Female,31,Electronics,3,25,75,225,7,2023
981,2023-08-19 00:00:00,CUST981,Female,30,Electronics,2,30,60,120,8,2023
982,2023-12-19 00:00:00,CUST982,Female,46,Beauty,3,30,90,270,12,2023
983,2023-11-01 00:00:00,CUST983,Female,29,Clothing,1,300,300,300,11,2023
984,2023-08-29 00:00:00,CUST984,Male,56,Clothing,1,500,500,500,8,2023
985,2023-05-30 00:00:00,CUST985,Female,19,Electronics,2,25,50,100,5,2023
986,2023-01-17 00:00:00,CUST986,Female,49,Clothing,2,500,1000,2000,1,2023
987,2023-04-29 00:00:00,CUST987,Female,30,Clothing,3,300,900,2700,4,2023
988,2023-05-28 00:00:00,CUST988,Female,63,Clothing,3,25,75,225,5,2023
989,2023-12-28 00:00:00,CUST989,Female,44,Electronics,1,25,25,25,12,2023
990,2023-05-25 00:00:00,CUST990,Female,58,Beauty,2,500,1000,2000,5,2023
991,2023-12-26 00:00:00,CUST991,Female,34,Clothing,2,50,100,200,12,2023
992,2023-08-21 00:00:00,CUST992,Female,57,Electronics,2,30,60,120,8,2023
993,2023-02-06 00:00:00,CUST993,Female,48,Electronics,3,50,150,450,2,2023
994,2023-12-18 00:00:00,CUST994,Female,51,Beauty,2,500,1000,2000,12,2023
995,2023-04-30 00:00:00,CUST995,Female,41,Clothing,1,30,30,30,4,2023
996,2023-05-16 00:00:00,CUST996,Male,62,Clothing,1,50,50,50,5,2023
997,2023-11-17 00:00:00,CUST997,Male,52,Beauty,3,30,90,270,11,2023
998,2023-10-29 00:00:00,CUST998,Female,23,Beauty,4,25,100,400,10,2023
999,2023-12-05 00:00:00,CUST999,Female,36,Electronics,3,50,150,450,12,2023
1000,2023-04-12 00:00:00,CUST1000,Male,47,Electronics,4,30,120,480,4,2023
